election_year,election_regio_code,municipality_code,cbs_gm_code,election_municipality,cbs_municipality,province_code,province_code_pv,province,raw_name_match,normalized_name_match
2023,G0809,0809,GM0809,Loon op Zand,Loon op Zand,30,PV30,Noord-Brabant,true,true
2023,G0820,0820,GM0820,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",30,PV30,Noord-Brabant,true,true
2023,G0823,0823,GM0823,Oirschot,Oirschot,30,PV30,Noord-Brabant,true,true
2023,G0824,0824,GM0824,Oisterwijk,Oisterwijk,30,PV30,Noord-Brabant,true,true
2023,G0826,0826,GM0826,Oosterhout,Oosterhout,30,PV30,Noord-Brabant,true,true
2023,G0828,0828,GM0828,Oss,Oss,30,PV30,Noord-Brabant,true,true
2023,G0840,0840,GM0840,Rucphen,Rucphen,30,PV30,Noord-Brabant,true,true
2023,G0845,0845,GM0845,Sint-Michielsgestel,Sint-Michielsgestel,30,PV30,Noord-Brabant,true,true
2023,G0847,0847,GM0847,Someren,Someren,30,PV30,Noord-Brabant,true,true
2023,G0848,0848,GM0848,Son en Breugel,Son en Breugel,30,PV30,Noord-Brabant,true,true
2023,G0851,0851,GM0851,Steenbergen,Steenbergen,30,PV30,Noord-Brabant,true,true
2023,G0852,0852,GM0852,Waterland,Waterland,27,PV27,Noord-Holland,true,true
2023,G0855,0855,GM0855,Tilburg,Tilburg,30,PV30,Noord-Brabant,true,true
2023,G0858,0858,GM0858,Valkenswaard,Valkenswaard,30,PV30,Noord-Brabant,true,true
2023,G0861,0861,GM0861,Veldhoven,Veldhoven,30,PV30,Noord-Brabant,true,true
2023,G0865,0865,GM0865,Vught,Vught,30,PV30,Noord-Brabant,true,true
2023,G0866,0866,GM0866,Waalre,Waalre,30,PV30,Noord-Brabant,true,true
2023,G0867,0867,GM0867,Waalwijk,Waalwijk,30,PV30,Noord-Brabant,true,true
2023,G0873,0873,GM0873,Woensdrecht,Woensdrecht,30,PV30,Noord-Brabant,true,true
2023,G0879,0879,GM0879,Zundert,Zundert,30,PV30,Noord-Brabant,true,true
2023,G0880,0880,GM0880,Wormerland,Wormerland,27,PV27,Noord-Holland,true,true
2023,G0882,0882,GM0882,Landgraaf,Landgraaf,31,PV31,Limburg,true,true
2023,G0888,0888,GM0888,Beek,Beek,31,PV31,Limburg,true,true
2023,G0889,0889,GM0889,Beesel,Beesel,31,PV31,Limburg,true,true
2023,G0893,0893,GM0893,Bergen (L),Bergen (L.),31,PV31,Limburg,false,true
2023,G0899,0899,GM0899,Brunssum,Brunssum,31,PV31,Limburg,true,true
2023,G0907,0907,GM0907,Gennep,Gennep,31,PV31,Limburg,true,true
2023,G0917,0917,GM0917,Heerlen,Heerlen,31,PV31,Limburg,true,true
2023,G0928,0928,GM0928,Kerkrade,Kerkrade,31,PV31,Limburg,true,true
2023,G0935,0935,GM0935,Maastricht,Maastricht,31,PV31,Limburg,true,true
2023,G0938,0938,GM0938,Meerssen,Meerssen,31,PV31,Limburg,true,true
2023,G0944,0944,GM0944,Mook en Middelaar,Mook en Middelaar,31,PV31,Limburg,true,true
2023,G0946,0946,GM0946,Nederweert,Nederweert,31,PV31,Limburg,true,true
2023,G0957,0957,GM0957,Roermond,Roermond,31,PV31,Limburg,true,true
2023,G0965,0965,GM0965,Simpelveld,Simpelveld,31,PV31,Limburg,true,true
2023,G0971,0971,GM0971,Stein,Stein,31,PV31,Limburg,true,true
2023,G0981,0981,GM0981,Vaals,Vaals,31,PV31,Limburg,true,true
2023,G0983,0983,GM0983,Venlo,Venlo,31,PV31,Limburg,true,true
2023,G0984,0984,GM0984,Venray,Venray,31,PV31,Limburg,true,true
2023,G0986,0986,GM0986,Voerendaal,Voerendaal,31,PV31,Limburg,true,true
2023,G0988,0988,GM0988,Weert,Weert,31,PV31,Limburg,true,true
2023,G0994,0994,GM0994,Valkenburg aan de Geul,Valkenburg aan de Geul,31,PV31,Limburg,true,true
2023,G0995,0995,GM0995,Lelystad,Lelystad,24,PV24,Flevoland,true,true
2023,G1507,1507,GM1507,Horst aan de Maas,Horst aan de Maas,31,PV31,Limburg,true,true
2023,G1509,1509,GM1509,Oude IJsselstreek,Oude IJsselstreek,25,PV25,Gelderland,true,true
2023,G1525,1525,GM1525,Teylingen,Teylingen,28,PV28,Zuid-Holland,true,true
2023,G1581,1581,GM1581,Utrechtse Heuvelrug,Utrechtse Heuvelrug,26,PV26,Utrecht,true,true
2023,G1586,1586,GM1586,Oost Gelre,Oost Gelre,25,PV25,Gelderland,true,true
2023,G1598,1598,GM1598,Koggenland,Koggenland,27,PV27,Noord-Holland,true,true
2023,G1621,1621,GM1621,Lansingerland,Lansingerland,28,PV28,Zuid-Holland,true,true
2023,G1640,1640,GM1640,Leudal,Leudal,31,PV31,Limburg,true,true
2023,G1641,1641,GM1641,Maasgouw,Maasgouw,31,PV31,Limburg,true,true
2023,G1652,1652,GM1652,Gemert-Bakel,Gemert-Bakel,30,PV30,Noord-Brabant,true,true
2023,G1655,1655,GM1655,Halderberge,Halderberge,30,PV30,Noord-Brabant,true,true
2023,G1658,1658,GM1658,Heeze-Leende,Heeze-Leende,30,PV30,Noord-Brabant,true,true
2023,G1659,1659,GM1659,Laarbeek,Laarbeek,30,PV30,Noord-Brabant,true,true
2023,G1667,1667,GM1667,Reusel-De Mierden,Reusel-De Mierden,30,PV30,Noord-Brabant,true,true
2023,G1669,1669,GM1669,Roerdalen,Roerdalen,31,PV31,Limburg,true,true
2023,G1674,1674,GM1674,Roosendaal,Roosendaal,30,PV30,Noord-Brabant,true,true
2023,G1676,1676,GM1676,Schouwen-Duiveland,Schouwen-Duiveland,29,PV29,Zeeland,true,true
2023,G1680,1680,GM1680,Aa en Hunze,Aa en Hunze,22,PV22,Drenthe,true,true
2023,G1681,1681,GM1681,Borger-Odoorn,Borger-Odoorn,22,PV22,Drenthe,true,true
2023,G1690,1690,GM1690,De Wolden,De Wolden,22,PV22,Drenthe,true,true
2023,G1695,1695,GM1695,Noord-Beveland,Noord-Beveland,29,PV29,Zeeland,true,true
2023,G1696,1696,GM1696,Wijdemeren,Wijdemeren,27,PV27,Noord-Holland,true,true
2023,G1699,1699,GM1699,Noordenveld,Noordenveld,22,PV22,Drenthe,true,true
2023,G1700,1700,GM1700,Twenterand,Twenterand,23,PV23,Overijssel,true,true
2023,G1701,1701,GM1701,Westerveld,Westerveld,22,PV22,Drenthe,true,true
2023,G1705,1705,GM1705,Lingewaard,Lingewaard,25,PV25,Gelderland,true,true
2023,G1706,1706,GM1706,Cranendonck,Cranendonck,30,PV30,Noord-Brabant,true,true
2023,G1708,1708,GM1708,Steenwijkerland,Steenwijkerland,23,PV23,Overijssel,true,true
2023,G1709,1709,GM1709,Moerdijk,Moerdijk,30,PV30,Noord-Brabant,true,true
2023,G1711,1711,GM1711,Echt-Susteren,Echt-Susteren,31,PV31,Limburg,true,true
2023,G1714,1714,GM1714,Sluis,Sluis,29,PV29,Zeeland,true,true
2023,G1719,1719,GM1719,Drimmelen,Drimmelen,30,PV30,Noord-Brabant,true,true
2023,G1721,1721,GM1721,Bernheze,Bernheze,30,PV30,Noord-Brabant,true,true
2023,G1723,1723,GM1723,Alphen-Chaam,Alphen-Chaam,30,PV30,Noord-Brabant,true,true
2023,G1724,1724,GM1724,Bergeijk,Bergeijk,30,PV30,Noord-Brabant,true,true
2023,G1728,1728,GM1728,Bladel,Bladel,30,PV30,Noord-Brabant,true,true
2023,G1729,1729,GM1729,Gulpen-Wittem,Gulpen-Wittem,31,PV31,Limburg,true,true
2023,G1730,1730,GM1730,Tynaarlo,Tynaarlo,22,PV22,Drenthe,true,true
2023,G1731,1731,GM1731,Midden-Drenthe,Midden-Drenthe,22,PV22,Drenthe,true,true
2023,G1734,1734,GM1734,Overbetuwe,Overbetuwe,25,PV25,Gelderland,true,true
2023,G1735,1735,GM1735,Hof van Twente,Hof van Twente,23,PV23,Overijssel,true,true
2023,G1740,1740,GM1740,Neder-Betuwe,Neder-Betuwe,25,PV25,Gelderland,true,true
2023,G1742,1742,GM1742,Rijssen-Holten,Rijssen-Holten,23,PV23,Overijssel,true,true
