country_id,election_type,election_year,geography_type,geography_id,geography_name,lijst_nummer,party_id,party,votes,valid_votes,share,seats,blank_votes,invalid_votes,turnout,eligible_voters,source_name,source_scope,source_scope_note,provenance_ref
netherlands,tweede_kamer,2023,national,L528,Nederland,15,lijst-15-bbb,BBB,485551,10432726,4.654114,7,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,16,lijst-16-bij1,BIJ1,44253,10432726,0.424175,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,17,lijst-17-piratenpartij-de-groenen,Piratenpartij - De Groenen,9117,10432726,0.087388,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,18,lijst-18-bvnl-groep-van-haga,BVNL / Groep Van Haga,52913,10432726,0.507183,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,19,lijst-19-nieuw-sociaal-contract,Nieuw Sociaal Contract,1343287,10432726,12.875705,20,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,20,lijst-20-splinter,Splinter,12838,10432726,0.123055,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,21,lijst-21-lp-libertaire-partij,LP (Libertaire Partij),4152,10432726,0.039798,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,22,lijst-22-lef-voor-de-nieuwe-generatie,LEF - Voor de Nieuwe Generatie,5122,10432726,0.049096,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,23,lijst-23-samen-voor-nederland,Samen voor Nederland,5325,10432726,0.051041,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,24,lijst-24-nederland-met-een-plan,Nederland met een PLAN,5487,10432726,0.052594,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,25,lijst-25-partijvdsport,PartijvdSport,3966,10432726,0.038015,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2023,national,L528,Nederland,26,lijst-26-politieke-partij-voor-basisinkomen,Politieke Partij voor Basisinkomen,1038,10432726,0.009949,0,19655,22822,10475203,13473750,Kiesraad/data.overheid.nl TK2023_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,1,lijst-01-pvv-partij-voor-de-vrijheid,PVV (Partij voor de Vrijheid),1760966,10571990,16.656902,26,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,2,lijst-02-groenlinks-partij-van-de-arbeid-pvda,GROENLINKS / Partij van de Arbeid (PvdA),1352163,10571990,12.790052,20,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,3,lijst-03-vvd,VVD,1505829,10571990,14.243572,22,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,4,lijst-04-nieuw-sociaal-contract-nsc,Nieuw Sociaal Contract (NSC),39408,10571990,0.372759,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,5,lijst-05-d66,D66,1790634,10571990,16.93753,26,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,6,lijst-06-bbb,BBB,279916,10571990,2.647713,4,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,7,lijst-07-cda,CDA,1246874,10571990,11.794128,18,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,8,lijst-08-sp-socialistische-partij,SP (Socialistische Partij),199585,10571990,1.887866,3,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,9,lijst-09-denk,DENK,250368,10571990,2.36822,3,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,10,lijst-10-partij-voor-de-dieren,Partij voor de Dieren,219371,10571990,2.075021,3,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,11,lijst-11-forum-voor-democratie,Forum voor Democratie,480393,10571990,4.544017,7,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,12,lijst-12-staatkundig-gereformeerde-partij-sgp,Staatkundig Gereformeerde Partij (SGP),238093,10571990,2.252111,3,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,13,lijst-13-christenunie,ChristenUnie,201361,10571990,1.904665,3,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,14,lijst-14-volt,Volt,116468,10571990,1.101666,1,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,15,lijst-15-ja21,JA21,628517,10571990,5.945115,9,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,16,lijst-16-vrede-voor-dieren,Vrede voor Dieren,16819,10571990,0.15909,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,17,lijst-17-belang-van-nederland-bvnl,Belang Van Nederland (BVNL),18477,10571990,0.174773,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,18,lijst-18-bij1,BIJ1,40360,10571990,0.381764,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,19,lijst-19-lp-libertaire-partij,LP (Libertaire Partij),8248,10571990,0.078017,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,20,lijst-20-50plus,50PLUS,151053,10571990,1.428804,2,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,21,lijst-21-piratenpartij,Piratenpartij,10575,10571990,0.100028,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,22,lijst-22-fnp,FNP,9331,10571990,0.088262,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,23,lijst-23-vrij-verbond,Vrij Verbond,1048,10571990,0.009913,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,24,lijst-24-de-linie,DE LINIE,3478,10571990,0.032898,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,25,lijst-25-nl-plan,NL PLAN,2299,10571990,0.021746,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,26,lijst-26-ellect,ELLECT,205,10571990,0.001939,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
netherlands,tweede_kamer,2025,national,L528,Nederland,27,lijst-27-partij-voor-de-rechtsstaat,Partij voor de Rechtsstaat,151,10571990,0.001428,0,40128,28206,10640324,13589128,Kiesraad/data.overheid.nl TK2025_uitslag.csv L528 Nederland,official_land_total,L528 Nederland land row; includes the national source scope and is not the same scope as the European-municipality pattern layer.,provenance/netherlands_tk_normalization_manifest.json
